3-Hippie,0.0380952380952381,1,1,0,1,1,1,1,2,0
4-rv19514,0.047619047619047616,0,0,0,1,1,1,0,2,0
0-Deceiver,0.37142857142857144,0,0,1,1,1,0,1,0,0
1-RandomBot,0.09523809523809523,1,0,1,0,1,0,0,1,0
2-Jammer,0.3333333333333333,0,0,1,1,1,1,1,1,0
3-Hippie,0.2761904761904762,1,0,1,1,1,1,1,1,0
4-rv19514,0.047619047619047616,1,1,1,1,1,1,0,1,0
0-Jammer,0.047619047619047616,0,1,0,1,2,2,2,2,0
1-rv19514,0.047619047619047616,1,0,0,1,2,2,2,2,1
2-Neighbor,0.047619047619047616,0,0,0,0,2,2,2,2,1
3-Deceiver,0.047619047619047616,0,0,0,1,2,2,2,2,0
4-RandomBot,0.047619047619047616,1,0,0,0,2,2,2,2,0
0-Jammer,0.047619047619047616,0,0,1,1,1,2,2,2,0
1-rv19514,0.047619047619047616,0,1,1,1,1,2,2,2,1
2-Neighbor,0.047619047619047616,1,0,1,0,1,2,2,2,1
3-Deceiver,0.047619047619047616,1,0,1,1,1,2,2,2,0
4-RandomBot,0.047619047619047616,1,0,1,0,1,2,2,2,0
0-Jammer,0.047619047619047616,0,0,0,1,1,1,2,2,0
1-rv19514,0.047619047619047616,0,0,0,1,1,1,2,2,1
2-Neighbor,0.06666666666666667,1,1,0,0,1,1,2,2,1
3-Deceiver,0.06666666666666667,1,0,0,1,1,1,2,2,0
4-RandomBot,0.06666666666666667,0,0,0,0,1,0,2,2,0
0-Jammer,0.047619047619047616,1,0,0,1,1,1,1,2,0
1-rv19514,0.047619047619047616,1,0,0,1,1,1,1,2,1
2-Neighbor,0.11428571428571428,0,0,0,0,1,1,0,2,1
3-Deceiver,0.11428571428571428,1,1,0,1,1,1,1,2,0
4-RandomBot,0.06666666666666667,0,0,0,0,1,0,0,2,0
0-RuleFollower,0.0380952380952381,0,0,0,1,1,2,2,2,0
1-rv19514,0.047619047619047616,0,1,0,0,1,2,2,2,1
2-Paranoid,0.047619047619047616,1,0,0,0,0,2,2,2,1
3-RandomBot,0.0380952380952381,0,0,0,1,1,2,2,2,0
4-Neighbor,0.047619047619047616,1,0,0,0,0,2,2,2,0
0-RuleFollower,0.0380952380952381,1,0,0,1,1,1,2,2,0
1-rv19514,0.047619047619047616,0,0,0,0,1,1,2,2,1
2-Paranoid,0.09523809523809523,1,1,0,0,0,1,2,2,1
3-RandomBot,0.0380952380952381,1,0,0,1,1,1,2,2,0
4-Neighbor,0.09523809523809523,0,0,0,0,0,0,2,2,0
0-RuleFollower,0.10476190476190476,1,0,1,1,1,1,1,1,0
1-rv19514,0.047619047619047616,0,0,1,0,1,1,0,0,1
2-Paranoid,0.11428571428571428,0,0,1,0,0,1,0,0,1
3-RandomBot,0.10476190476190476,0,0,1,1,1,1,0,1,0
4-Neighbor,0.09523809523809523,1,1,1,0,0,0,0,1,0
0-RuleFollower,0.17142857142857143,1,0,0,1,1,1,1,1,0
1-rv19514,0.047619047619047616,0,0,0,0,1,1,0,0,1
2-Paranoid,0.13333333333333333,1,1,0,0,0,1,0,0,1
3-RandomBot,0.14285714285714285,1,0,0,1,1,1,0,1,0
4-Neighbor,0.18095238095238095,0,0,0,0,0,0,0,1,0
0-RandomBot,0.047619047619047616,0,1,0,0,2,2,2,2,0
1-Neighbor,0.047619047619047616,1,0,0,0,2,2,2,2,0
2-Hippie,0.047619047619047616,0,0,0,1,2,2,2,2,0
3-RuleFollower,0.047619047619047616,1,0,0,1,2,2,2,2,0
4-rv19514,0.047619047619047616,0,0,0,1,2,2,2,2,0
0-RandomBot,0.047619047619047616,0,0,1,0,1,2,2,2,0
1-Neighbor,0.09523809523809523,1,1,1,0,1,2,2,2,0
2-Hippie,0.047619047619047616,1,0,1,1,1,2,2,2,0
3-RuleFollower,0.09523809523809523,1,0,1,1,1,2,2,2,0
4-rv19514,0.047619047619047616,0,0,1,1,0,2,2,2,0
0-RandomBot,0.047619047619047616,1,0,1,0,1,0,2,2,0
1-Neighbor,0.11428571428571428,0,0,1,0,1,0,2,2,0
2-Hippie,0.06666666666666667,1,1,1,1,1,1,2,2,0
3-RuleFollower,0.11428571428571428,0,0,1,1,1,1,2,2,0
4-rv19514,0.047619047619047616,0,0,1,1,0,1,2,2,0
0-RandomBot,0.11428571428571428,1,0,0,0,1,0,0,1,0
1-Neighbor,0.11428571428571428,1,0,0,0,1,0,0,0,0
2-Hippie,0.13333333333333333,0,0,0,1,1,1,1,1,0
3-RuleFollower,0.13333333333333333,0,0,0,1,1,1,1,0,0
4-rv19514,0.047619047619047616,1,1,0,1,0,1,0,1,0
0-RandomBot,0.4,1,1,0,0,1,0,0,1,0
1-Neighbor,0.4,0,0,0,0,1,0,0,0,0
2-Hippie,0.13333333333333333,1,0,0,1,1,1,1,1,0
3-RuleFollower,0.13333333333333333,1,0,0,1,1,1,1,0,0
4-rv19514,0.047619047619047616,0,0,0,1,0,1,0,1,0
0-rv19514,0.047619047619047616,1,1,0,1,2,2,2,2,0
1-Neighbor,0.047619047619047616,0,0,0,0,2,2,2,2,0
2-Deceiver,0.047619047619047616,0,0,0,1,2,2,2,2,0
3-Jammer,0.047619047619047616,0,0,0,1,2,2,2,2,0
4-Hippie,0.047619047619047616,1,0,0,1,2,2,2,2,0
0-rv19514,0.047619047619047616,0,0,0,1,0,2,2,2,0
1-Neighbor,0.047619047619047616,1,1,0,0,1,2,2,2,0
2-Deceiver,0.047619047619047616,1,0,0,1,1,2,2,2,0
3-Jammer,0.047619047619047616,1,0,0,1,1,2,2,2,0
4-Hippie,0.3333333333333333,0,0,0,1,1,2,2,2,0
0-rv19514,0.047619047619047616,0,0,0,1,0,1,2,2,0
1-Neighbor,0.06666666666666667,0,0,0,0,1,0,2,2,0
2-Deceiver,0.06666666666666667,1,1,0,1,1,1,2,2,0
3-Jammer,0.06666666666666667,0,0,0,1,1,1,2,2,0
4-Hippie,0.3333333333333333,1,0,0,1,1,1,2,2,0
0-RandomBot,0.047619047619047616,0,0,0,0,1,2,2,2,0
1-Hippie,0.0380952380952381,1,1,0,1,1,2,2,2,0
2-Deceiver,0.047619047619047616,0,0,0,0,1,2,2,2,1
3-rv19514,0.047619047619047616,1,0,0,0,1,2,2,2,1
4-Neighbor,0.0380952380952381,0,0,0,0,0,2,2,2,0
0-RandomBot,0.047619047619047616,1,0,0,0,1,0,2,2,0
1-Hippie,0.0380952380952381,0,0,0,1,1,1,2,2,0
2-Deceiver,0.047619047619047616,1,1,0,0,1,1,2,2,1
3-rv19514,0.047619047619047616,1,0,0,0,1,1,2,2,1
4-Neighbor,0.0380952380952381,0,0,0,0,0,0,2,2,0
0-RandomBot,0.047619047619047616,0,0,1,0,1,0,1,2,0
1-Hippie,0.0380952380952381,0,0,1,1,1,1,1,2,0
2-Deceiver,0.047619047619047616,1,0,1,0,1,1,1,2,1
3-rv19514,0.047619047619047616,0,1,1,0,1,1,1,2,1
4-Neighbor,0.0380952380952381,1,0,1,0,0,0,0,2,0
0-RandomBot,0.2857142857142857,1,1,0,0,1,0,1,0,0
1-Hippie,0.2761904761904762,1,0,0,1,1,1,1,1,0
2-Deceiver,0.23809523809523808,1,0,0,0,1,1,1,0,1
3-rv19514,0.047619047619047616,0,0,0,0,1,1,1,0,1
4-Neighbor,0.4666666666666667,0,0,0,0,0,0,0,1,0
0-RandomBot,0.047619047619047616,0,1,1,1,2,2,2,2,0
1-Jammer,0.047619047619047616,0,0,1,1,2,2,2,2,0
2-rv19514,0.047619047619047616,0,0,1,1,2,2,2,2,0
3-Deceiver,0.047619047619047616,1,0,1,1,2,2,2,2,0
4-Hippie,0.047619047619047616,1,0,1,1,2,2,2,2,0
0-RandomBot,0.047619047619047616,0,0,0,1,0,2,2,2,0
1-Jammer,0.047619047619047616,1,1,0,1,1,2,2,2,0
2-rv19514,0.047619047619047616,0,0,0,1,0,2,2,2,0
3-Deceiver,0.0380952380952381,1,0,0,1,1,2,2,2,0
4-Hippie,0.0380952380952381,1,0,0,1,1,2,2,2,0
0-RandomBot,0.047619047619047616,1,0,1,1,0,1,2,2,0
1-Jammer,0.06666666666666667,0,0,1,1,1,1,2,2,0
2-rv19514,0.047619047619047616,1,1,1,1,0,1,2,2,0
3-Deceiver,0.05714285714285714,0,0,1,1,1,0,2,2,0
4-Hippie,0.05714285714285714,0,0,1,1,1,1,2,2,0
0-RandomBot,0.3333333333333333,1,0,0,1,0,1,0,2,0
1-Jammer,0.06666666666666667,0,0,0,1,1,1,1,2,0
2-rv19514,0.047619047619047616,0,0,0,1,0,1,0,2,0
3-Deceiver,0.05714285714285714,1,1,0,1,1,0,1,2,0
4-Hippie,0.05714285714285714,1,0,0,1,1,1,1,2,0
0-RandomBot,0.37142857142857144,1,1,0,1,0,1,0,0,0
1-Jammer,0.08571428571428572,1,0,0,1,1,1,1,1,0
2-rv19514,0.047619047619047616,1,0,0,1,0,1,0,0,0
3-Deceiver,0.0761904761904762,0,0,0,1,1,0,1,0,0
4-Hippie,0.09523809523809523,0,0,0,1,1,1,1,1,0
0-RuleFollower,0.047619047619047616,1,1,1,1,2,2,2,2,0
1-Paranoid,0.047619047619047616,0,0,1,0,2,2,2,2,0
2-rv19514,0.047619047619047616,1,0,1,1,2,2,2,2,0
3-Deceiver,0.047619047619047616,0,0,1,1,2,2,2,2,0
4-Hippie,0.047619047619047616,0,0,1,1,2,2,2,2,0
0-RuleFollower,0.0380952380952381,1,0,0,1,1,2,2,2,0
1-Paranoid,0.047619047619047616,1,1,0,0,1,2,2,2,0
2-rv19514,0.047619047619047616,0,0,0,1,0,2,2,2,0
3-Deceiver,0.047619047619047616,0,0,0,1,0,2,2,2,0
4-Hippie,0.047619047619047616,1,0,0,1,1,2,2,2,0
0-RuleFollower,0.2761904761904762,0,0,1,1,1,1,2,2,0
1-Paranoid,0.2857142857142857,0,0,1,0,1,0,2,2,0
2-rv19514,0.047619047619047616,1,1,1,1,0,1,2,2,0
3-Deceiver,0.047619047619047616,1,0,1,1,0,1,2,2,0
4-Hippie,0.2857142857142857,0,0,1,1,1,1,2,2,0
0-RuleFollower,0.2761904761904762,0,0,0,1,1,1,0,2,0
1-Paranoid,0.2857142857142857,1,0,0,0,1,0,0,2,0
2-rv19514,0.047619047619047616,1,0,0,1,0,1,1,2,0
3-Deceiver,0.3333333333333333,1,1,0,1,0,1,1,2,0
4-Hippie,0.2857142857142857,0,0,0,1,1,1,1,2,0
0-RuleFollower,0.2761904761904762,1,1,0,1,1,1,0,0,0
1-Paranoid,0.38095238095238093,0,0,0,0,1,0,0,0,0
2-rv19514,0.047619047619047616,1,0,0,1,0,1,1,1,0
3-Deceiver,0.38095238095238093,0,0,0,1,0,1,1,0,0
4-Hippie,0.3333333333333333,1,0,0,1,1,1,1,1,0
0-Jammer,0.047619047619047616,0,1,0,1,2,2,2,2,0
1-rv19514,0.047619047619047616,0,0,0,1,2,2,2,2,0
2-RandomBot,0.047619047619047616,1,0,0,1,2,2,2,2,0
3-Hippie,0.047619047619047616,0,0,0,1,2,2,2,2,0
4-Paranoid,0.047619047619047616,1,0,0,0,2,2,2,2,0
0-Jammer,0.047619047619047616,1,0,1,1,1,2,2,2,0
1-rv19514,0.047619047619047616,1,1,1,1,1,2,2,2,0
2-RandomBot,0.23809523809523808,0,0,1,1,0,2,2,2,0
3-Hippie,0.047619047619047616,1,0,1,1,1,2,2,2,0
4-Paranoid,0.23809523809523808,0,0,1,0,0,2,2,2,0
0-Jammer,0.3333333333333333,1,0,0,1,1,1,2,2,0
1-rv19514,0.047619047619047616,0,0,0,1,1,1,2,2,0
2-RandomBot,0.23809523809523808,1,1,0,1,0,0,2,2,0
3-Hippie,0.3333333333333333,0,0,0,1,1,1,2,2,0
4-Paranoid,0.23809523809523808,0,0,0,0,0,0,2,2,0
0-Jammer,0.38095238095238093,0,0,0,1,1,1,1,2,0
1-rv19514,0.047619047619047616,1,0,0,1,1,1,1,2,0
2-RandomBot,0.2857142857142857,1,0,0,1,0,0,1,2,0
3-Hippie,0.3333333333333333,1,1,0,1,1,1,1,2,0
4-Paranoid,0.23809523809523808,0,0,0,0,0,0,0,2,0
0-RandomBot,0.047619047619047616,1,0,0,0,0,1,2,2,0
1-Deceiver,0.02857142857142857,0,0,0,1,1,1,2,2,1
2-rv19514,0.047619047619047616,1,1,0,1,1,1,2,2,1
3-Paranoid,0.02857142857142857,0,0,0,0,0,0,2,2,0
4-Neighbor,0.047619047619047616,0,0,0,0,0,0,2,2,0
0-RandomBot,0.06666666666666667,1,0,0,0,0,1,1,1,0
1-Deceiver,0.02857142857142857,1,0,0,1,1,1,0,1,1
2-rv19514,0.047619047619047616,0,0,0,1,1,1,0,1,1
3-Paranoid,0.047619047619047616,0,0,0,0,0,0,1,0,0
4-Neighbor,0.06666666666666667,1,1,0,0,0,0,0,1,0
0-RandomBot,0.13333333333333333,0,0,1,0,0,1,1,1,0
1-Deceiver,0.047619047619047616,1,1,1,1,1,1,0,1,1
2-rv19514,0.047619047619047616,0,0,1,1,1,1,0,1,1
3-Paranoid,0.09523809523809523,0,0,1,0,0,0,1,0,0
4-Neighbor,0.08571428571428572,1,0,1,0,0,0,0,1,0
0-RandomBot,0.13333333333333333,1,0,0,0,0,1,1,1,0
1-Deceiver,0.09523809523809523,0,0,0,1,1,1,0,1,1
2-rv19514,0.047619047619047616,1,0,0,1,1,1,0,1,1
3-Paranoid,0.09523809523809523,1,1,0,0,0,0,1,0,0
4-Neighbor,0.13333333333333333,0,0,0,0,0,0,0,1,0
0-RandomBot,0.047619047619047616,0,1,1,1,2,2,2,2,0
1-Jammer,0.047619047619047616,0,0,1,1,2,2,2,2,0
2-Hippie,0.047619047619047616,1,0,1,1,2,2,2,2,0
3-rv19514,0.047619047619047616,1,0,1,1,2,2,2,2,0
4-Paranoid,0.047619047619047616,0,0,1,0,2,2,2,2,0
0-RandomBot,0.047619047619047616,1,0,1,1,0,2,2,2,0
1-Jammer,0.047619047619047616,1,1,1,1,1,2,2,2,0
2-Hippie,0.0380952380952381,0,0,1,1,1,2,2,2,0
3-rv19514,0.047619047619047616,1,0,1,1,1,2,2,2,0
4-Paranoid,0.047619047619047616,0,0,1,0,0,2,2,2,0
0-RandomBot,0.0380952380952381,0,0,1,1,0,0,2,2,0
1-Jammer,0.0380952380952381,0,0,1,1,1,1,2,2,0
2-Hippie,0.0380952380952381,1,1,1,1,1,1,2,2,0
3-rv19514,0.047619047619047616,1,0,1,1,1,1,2,2,0
4-Paranoid,0.047619047619047616,0,0,1,0,0,0,2,2,0
0-rv19514,0.047619047619047616,1,1,0,1,2,2,2,2,0
1-Deceiver,0.047619047619047616,0,0,0,1,2,2,2,2,0
2-Paranoid,0.047619047619047616,1,0,0,0,2,2,2,2,0
3-Neighbor,0.047619047619047616,0,0,0,0,2,2,2,2,0
4-Hippie,0.047619047619047616,0,0,0,1,2,2,2,2,0
0-rv19514,0.047619047619047616,1,0,0,1,0,1,2,2,0
1-Deceiver,0.06666666666666667,1,0,0,1,1,1,2,2,0
2-Paranoid,0.3333333333333333,1,1,0,0,0,1,2,2,0
3-Neighbor,0.06666666666666667,0,0,0,0,0,0,2,2,0
4-Hippie,0.06666666666666667,0,0,0,1,1,1,2,2,0
0-rv19514,0.047619047619047616,0,0,0,1,0,1,1,2,0
1-Deceiver,0.11428571428571428,0,0,0,1,1,1,1,2,0
2-Paranoid,0.38095238095238093,0,0,0,0,0,1,0,2,0
3-Neighbor,0.06666666666666667,1,1,0,0,0,0,1,2,0
4-Hippie,0.06666666666666667,1,0,0,1,1,1,1,2,0
0-RandomBot,0.047619047619047616,1,1,0,1,2,2,2,2,1
1-Deceiver,0.047619047619047616,0,0,0,1,2,2,2,2,0
2-Jammer,0.047619047619047616,0,0,0,1,2,2,2,2,0
3-Paranoid,0.047619047619047616,0,0,0,0,2,2,2,2,0
4-rv19514,0.047619047619047616,1,0,0,1,2,2,2,2,1
0-RandomBot,0.047619047619047616,1,0,0,1,0,2,2,2,1
1-Deceiver,0.047619047619047616,1,1,0,1,1,2,2,2,0
2-Jammer,0.047619047619047616,0,0,0,1,1,2,2,2,0
3-Paranoid,0.047619047619047616,1,0,0,0,0,2,2,2,0
4-rv19514,0.047619047619047616,0,0,0,1,1,2,2,2,1
0-RandomBot,0.06666666666666667,0,0,0,1,0,1,2,2,1
1-Deceiver,0.06666666666666667,0,0,0,1,1,1,2,2,0
2-Jammer,0.047619047619047616,0,1,0,1,1,1,2,2,0
3-Paranoid,0.06666666666666667,1,0,0,0,0,0,2,2,0
4-rv19514,0.047619047619047616,1,0,0,1,1,1,2,2,1
0-Jammer,0.047619047619047616,1,1,0,1,2,2,2,2,0
1-RuleFollower,0.047619047619047616,0,0,0,1,2,2,2,2,1
2-RandomBot,0.047619047619047616,0,0,0,0,2,2,2,2,0
3-Paranoid,0.047619047619047616,0,0,0,0,2,2,2,2,0
4-rv19514,0.047619047619047616,1,0,0,1,2,2,2,2,1
0-Jammer,0.047619047619047616,0,0,0,1,1,2,2,2,0
1-RuleFollower,0.047619047619047616,1,1,0,1,1,2,2,2,1
2-RandomBot,0.047619047619047616,1,0,0,0,0,2,2,2,0
3-Paranoid,0.047619047619047616,1,0,0,0,0,2,2,2,0
4-rv19514,0.047619047619047616,0,0,0,1,1,2,2,2,1
0-Jammer,0.047619047619047616,1,0,0,1,1,1,2,2,0
1-RuleFollower,0.06666666666666667,0,0,0,1,1,1,2,2,1
2-RandomBot,0.06666666666666667,0,1,0,0,0,1,2,2,0
3-Paranoid,0.06666666666666667,0,0,0,0,0,0,2,2,0
4-rv19514,0.047619047619047616,1,0,0,1,1,1,2,2,1
0-rv19514,0.047619047619047616,0,0,0,1,1,2,2,2,0
1-Jammer,0.047619047619047616,1,1,0,1,1,2,2,2,0
2-Neighbor,0.0380952380952381,0,0,0,0,0,2,2,2,0
3-Paranoid,0.047619047619047616,0,0,0,0,0,2,2,2,0
4-RandomBot,0.047619047619047616,1,0,0,0,1,2,2,2,0
0-rv19514,0.047619047619047616,0,0,0,1,1,0,0,2,0
1-Jammer,0.09523809523809523,1,0,0,1,1,1,1,2,0
2-Neighbor,0.05714285714285714,1,0,0,0,0,1,0,2,0
3-Paranoid,0.06666666666666667,1,1,0,0,0,0,1,2,0
4-RandomBot,0.11428571428571428,0,0,0,0,1,0,1,2,0
0-rv19514,0.047619047619047616,1,0,1,1,1,0,0,1,0
1-Jammer,0.11428571428571428,0,0,1,1,1,1,1,1,0
2-Neighbor,0.0761904761904762,1,0,1,0,0,1,0,0,0
3-Paranoid,0.08571428571428572,0,0,1,0,0,0,1,0,0
4-RandomBot,0.11428571428571428,0,1,1,0,1,0,1,1,0
0-rv19514,0.047619047619047616,1,0,1,1,1,0,0,1,0
1-Jammer,0.11428571428571428,0,1,1,1,1,1,1,1,0
2-Neighbor,0.3619047619047619,1,0,1,0,0,1,0,0,0
3-Paranoid,0.13333333333333333,0,0,1,0,0,0,1,0,0
4-RandomBot,0.1619047619047619,1,0,1,0,1,0,1,1,0
0-rv19514,0.047619047619047616,0,0,0,1,1,0,0,1,0
1-Jammer,0.11428571428571428,1,0,0,1,1,1,1,1,0
2-Neighbor,0.42857142857142855,1,0,0,0,0,1,0,0,0
3-Paranoid,0.1523809523809524,1,1,0,0,0,0,1,0,0
4-RandomBot,0.22857142857142856,0,0,0,0,1,0,1,1,0
0-Jammer,0.047619047619047616,0,1,0,1,2,2,2,2,0
1-RuleFollower,0.047619047619047616,0,0,0,1,2,2,2,2,0
2-Neighbor,0.047619047619047616,0,0,0,0,2,2,2,2,0
3-RandomBot,0.047619047619047616,1,0,0,0,2,2,2,2,0
4-rv19514,0.047619047619047616,1,0,0,1,2,2,2,2,0
0-Jammer,0.047619047619047616,1,0,1,1,1,2,2,2,0
1-RuleFollower,0.047619047619047616,1,1,1,1,1,2,2,2,0
2-Neighbor,0.047619047619047616,1,0,1,0,0,2,2,2,0
3-RandomBot,0.3333333333333333,0,0,1,0,1,2,2,2,0
4-rv19514,0.047619047619047616,0,0,1,1,0,2,2,2,0
0-Jammer,0.06666666666666667,0,0,0,1,1,1,2,2,0
1-RuleFollower,0.06666666666666667,0,0,0,1,1,1,2,2,0
2-Neighbor,0.06666666666666667,1,1,0,0,0,1,2,2,0
3-RandomBot,0.3333333333333333,1,0,0,0,1,0,2,2,0
4-rv19514,0.047619047619047616,0,0,0,1,0,1,2,2,0
0-Jammer,0.06666666666666667,0,0,1,1,1,1,1,2,0
1-RuleFollower,0.06666666666666667,1,0,1,1,1,1,1,2,0
2-Neighbor,0.2571428571428571,0,0,1,0,0,1,0,2,0
3-RandomBot,0.5238095238095238,1,1,1,0,1,0,1,2,0
4-rv19514,0.047619047619047616,1,0,1,1,0,1,1,2,0
0-Jammer,0.06666666666666667,1,0,0,1,1,1,1,1,0
1-RuleFollower,0.3523809523809524,0,0,0,1,1,1,1,0,0
2-Neighbor,0.2571428571428571,1,0,0,0,0,1,0,0,0
3-RandomBot,0.8095238095238095,0,0,0,0,1,0,1,1,0
4-rv19514,0.047619047619047616,1,1,0,1,0,1,1,1,0
0-Neighbor,0.047619047619047616,1,1,0,1,2,2,2,2,0
1-Hippie,0.047619047619047616,1,0,0,1,2,2,2,2,0
2-RandomBot,0.047619047619047616,0,0,0,1,2,2,2,2,0
3-rv19514,0.047619047619047616,0,0,0,1,2,2,2,2,0
4-Paranoid,0.047619047619047616,0,0,0,0,2,2,2,2,0
0-Neighbor,0.14285714285714285,1,0,0,1,0,1,2,2,0
1-Hippie,0.14285714285714285,1,0,0,1,1,1,2,2,0
2-RandomBot,0.047619047619047616,1,1,0,1,0,1,2,2,0
3-rv19514,0.047619047619047616,0,0,0,1,1,0,2,2,0
4-Paranoid,0.047619047619047616,0,0,0,0,0,0,2,2,0
0-Neighbor,0.1619047619047619,0,0,0,1,0,1,0,2,0
1-Hippie,0.1619047619047619,0,0,0,1,1,1,1,2,0
2-RandomBot,0.06666666666666667,0,0,0,1,0,1,1,2,0
3-rv19514,0.047619047619047616,1,1,0,1,1,0,1,2,0
4-Paranoid,0.047619047619047616,1,0,0,0,0,0,0,2,0
0-Paranoid,0.047619047619047616,1,1,0,1,2,2,2,2,0
1-Deceiver,0.047619047619047616,0,0,0,1,2,2,2,2,0
2-rv19514,0.047619047619047616,0,0,0,1,2,2,2,2,0
3-Hippie,0.047619047619047616,1,0,0,1,2,2,2,2,0
4-RandomBot,0.047619047619047616,0,0,0,1,2,2,2,2,0
0-Paranoid,0.09523809523809523,1,0,0,1,0,2,2,2,0
1-Deceiver,0.047619047619047616,1,1,0,1,1,2,2,2,0
2-rv19514,0.047619047619047616,0,0,0,1,0,2,2,2,0
3-Hippie,0.09523809523809523,1,0,0,1,1,2,2,2,0
4-RandomBot,0.047619047619047616,0,0,0,1,1,2,2,2,0
0-Paranoid,0.3333333333333333,0,0,1,1,0,0,2,2,0
1-Deceiver,0.2857142857142857,0,0,1,1,1,0,2,2,0
2-rv19514,0.047619047619047616,1,1,1,1,0,1,2,2,0
3-Hippie,0.3333333333333333,0,0,1,1,1,1,2,2,0
4-RandomBot,0.047619047619047616,1,0,1,1,1,1,2,2,0
0-Paranoid,0.3333333333333333,0,0,1,1,0,0,0,2,0
1-Deceiver,0.2857142857142857,0,0,1,1,1,0,0,2,0
2-rv19514,0.047619047619047616,1,0,1,1,0,1,1,2,0
3-Hippie,0.3333333333333333,1,1,1,1,1,1,1,2,0
4-RandomBot,0.3333333333333333,1,0,1,1,1,1,1,2,0
0-Paranoid,0.3333333333333333,0,0,0,1,0,0,0,0,0
1-Deceiver,0.2857142857142857,1,0,0,1,1,0,0,1,0
2-rv19514,0.047619047619047616,1,0,0,1,0,1,1,1,0
3-Hippie,0.6190476190476191,1,0,0,1,1,1,1,1,0
4-RandomBot,0.6190476190476191,0,1,0,1,1,1,1,0,0
0-RandomBot,0.047619047619047616,1,1,0,0,2,2,2,2,0
1-Paranoid,0.047619047619047616,0,0,0,0,2,2,2,2,0
2-Deceiver,0.047619047619047616,0,0,0,1,2,2,2,2,0
3-RuleFollower,0.047619047619047616,1,0,0,1,2,2,2,2,0
4-rv19514,0.047619047619047616,0,0,0,1,2,2,2,2,0
0-RandomBot,0.09523809523809523,0,0,1,0,0,2,2,2,0
1-Paranoid,0.047619047619047616,1,1,1,0,1,2,2,2,0
2-Deceiver,0.047619047619047616,1,0,1,1,1,2,2,2,0
3-RuleFollower,0.09523809523809523,0,0,1,1,0,2,2,2,0
4-rv19514,0.047619047619047616,1,0,1,1,1,2,2,2,0
0-RandomBot,0.09523809523809523,1,0,1,0,0,1,2,2,0
1-Paranoid,0.09523809523809523,0,0,1,0,1,0,2,2,0
2-Deceiver,0.09523809523809523,1,1,1,1,1,1,2,2,0
3-RuleFollower,0.09523809523809523,0,0,1,1,0,1,2,2,0
4-rv19514,0.047619047619047616,0,0,1,1,1,1,2,2,0
0-RandomBot,0.14285714285714285,1,0,0,0,0,1,0,1,0
1-Paranoid,0.14285714285714285,0,0,0,0,1,0,0,0,0
2-Deceiver,0.14285714285714285,0,0,0,1,1,1,0,0,0
3-RuleFollower,0.14285714285714285,1,0,0,1,0,1,1,1,0
4-rv19514,0.047619047619047616,1,1,0,1,1,1,1,1,0
0-RandomBot,0.42857142857142855,1,1,1,0,0,1,0,1,0
1-Paranoid,0.14285714285714285,1,0,1,0,1,0,0,0,0
2-Deceiver,0.14285714285714285,0,0,1,1,1,1,0,0,0
3-RuleFollower,0.42857142857142855,0,0,1,1,0,1,1,1,0
4-rv19514,0.047619047619047616,1,0,1,1,1,1,1,1,0
0-rv19514,0.047619047619047616,1,1,1,1,2,2,2,2,0
1-RandomBot,0.047619047619047616,0,0,1,1,2,2,2,2,0
2-Neighbor,0.047619047619047616,0,0,1,0,2,2,2,2,0
3-Deceiver,0.047619047619047616,1,0,1,1,2,2,2,2,0
4-RuleFollower,0.047619047619047616,0,0,1,1,2,2,2,2,0
0-rv19514,0.047619047619047616,1,0,0,1,1,2,2,2,0
1-RandomBot,0.047619047619047616,1,1,0,1,1,2,2,2,0
2-Neighbor,0.047619047619047616,0,0,0,0,0,2,2,2,0
3-Deceiver,0.0380952380952381,0,0,0,1,0,2,2,2,0
4-RuleFollower,0.047619047619047616,1,0,0,1,1,2,2,2,0
0-rv19514,0.047619047619047616,0,0,1,1,1,1,2,2,0
1-RandomBot,0.09523809523809523,0,0,1,1,1,0,2,2,0
2-Neighbor,0.047619047619047616,1,1,1,0,0,1,2,2,0
3-Deceiver,0.0380952380952381,1,0,1,1,0,1,2,2,0
4-RuleFollower,0.09523809523809523,0,0,1,1,1,1,2,2,0
0-rv19514,0.047619047619047616,0,0,0,1,1,1,0,2,0
1-RandomBot,0.09523809523809523,1,0,0,1,1,0,1,2,0
2-Neighbor,0.09523809523809523,0,0,0,0,0,1,0,2,0
3-Deceiver,0.08571428571428572,1,1,0,1,0,1,1,2,0
4-RuleFollower,0.09523809523809523,1,0,0,1,1,1,1,2,0
0-rv19514,0.047619047619047616,1,1,0,1,1,1,0,0,0
1-RandomBot,0.5714285714285714,0,0,0,1,1,0,1,1,0
2-Neighbor,0.3333333333333333,1,0,0,0,0,1,0,0,0
3-Deceiver,0.3238095238095238,1,0,0,1,0,1,1,0,0
4-RuleFollower,0.5714285714285714,0,0,0,1,1,1,1,1,0
0-Neighbor,0.047619047619047616,1,1,0,1,2,2,2,2,0
1-rv19514,0.047619047619047616,1,0,0,1,2,2,2,2,0
2-Hippie,0.047619047619047616,0,0,0,1,2,2,2,2,0
3-Paranoid,0.047619047619047616,0,0,0,0,2,2,2,2,0
4-RuleFollower,0.047619047619047616,0,0,0,1,2,2,2,2,0
0-Neighbor,0.3333333333333333,0,0,0,1,0,2,2,2,0
